Brand,Coe_left,Mileage,Road Tax,COE,Engine Cap,Curb Weight,Manufactured,OMV,Power,No. of Owners,Price,Type_Hatchback,Type_Luxury Sedan,Type_MPV,Type_Mid-Sized Sedan,Type_SUV,Type_Sports Car,Type_Stationwagon,Transmission_Auto,Transmission_Manual
Subaru,5.46,71000,1798,56206,2498,1604,2016,21591,129,1,69777,0,1,0,0,0,0,0,1,0
Hyundai,6.8,170000,876,39274,1399,1263,2007,9268,69,2,33300,0,0,0,1,0,0,0,0,1
Honda,8.15,9400,682,26999,1496,1130,2019,20010,97,1,82804,0,0,0,0,0,0,1,1,0
Mercedes-Benz,8.66,8883,684,37109,1497,1530,2019,43680,145,1,173800,0,1,0,0,0,0,0,1,0
Nissan,7.51,130000,889,27571,1498,1110,2008,16017,80,3,43888,0,0,0,1,0,0,0,1,0
Mitsubishi,5.36,59118,1636,56500,2360,1530,2016,24148,123,1,73500,0,0,0,0,1,0,0,1,0
Mercedes-Benz,6.04,60500,1202,54405,1991,1455,2017,28944,160,2,115888,1,0,0,0,0,0,0,1,0
BMW,7.51,133000,1570,31553,1995,1460,2008,44721,115,6,62500,0,0,0,0,0,1,0,1,0
Volvo,3.58,118000,1176,70890,1969,1557,2014,27981,180,1,53999,0,1,0,0,0,0,0,1,0
Toyota,6.9,220818,965,38655,1598,1195,2008,16084,80,4,45000,0,0,0,1,0,0,0,1,0
Honda,6.81,70000,682,38000,1496,1190,2017,21480,96,1,77800,0,0,0,0,1,0,0,1,0
Porsche,5.41,64000,1194,57903,1984,1845,2016,63823,185,2,192888,0,0,0,0,1,0,0,1,0
Mercedes-Benz,5.35,77000,1202,56500,1991,1465,2016,40493,135,3,121800,0,1,0,0,0,0,0,1,0
Honda,2.67,147000,1573,15967,1998,1312,2008,22248,114,5,24800,0,0,0,1,0,0,0,1,0
Honda,0.82,190000,1369,25174,1799,1350,2007,16732,103,2,9000,0,0,1,0,0,0,0,1,0
MINI,7.71,11000,1210,31001,1998,1390,2018,37307,141,2,137800,0,0,0,0,0,1,0,1,0
BMW,3.84,78000,742,76612,1598,1405,2014,27620,100,1,64800,0,1,0,0,0,0,0,1,0
Honda,2.32,140000,767,16170,1339,1010,2008,12490,73,6,19800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,9.09,16666,1202,32801,1991,1730,2020,45196,145,1,205800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,7.57,14807,1202,32302,1991,1605,2018,57519,135,1,184800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,5.82,280000,1364,50347,1796,1540,2006,52568,135,6,46688,0,1,0,0,0,0,0,1,0
Toyota,7.9,132000,821,26175,1497,1095,2009,12468,80,2,44800,0,0,0,1,0,0,0,1,0
Toyota,7.2,136000,887,34197,1496,1130,2008,12173,81,2,42800,0,0,0,1,0,0,0,1,0
Toyota,4.93,110000,1210,49602,1998,1480,2016,28695,123,1,71500,0,1,0,0,0,0,0,1,0
Hyundai,2.11,154000,575,18583,1086,1122,2008,7589,48,5,13500,1,0,0,0,0,0,0,0,1
BMW,4.62,117500,684,54920,1499,1425,2015,29446,100,1,79800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,9.92,68,586,62100,1332,1555,2020,45364,120,1,211988,0,0,0,0,1,0,0,1,0
Mercedes-Benz,5.29,68223,740,50000,1595,1430,2016,27886,90,1,92800,0,1,0,0,0,0,0,1,0
Honda,9.78,68,682,41996,1496,1190,2019,23037,96,1,97988,0,0,0,0,1,0,0,1,0
Toyota,3.54,147000,1438,19657,1987,1380,2009,22003,106,4,31800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,9.22,7409,684,32889,1497,1635,2020,46968,115,1,187800,0,1,0,0,0,0,0,1,0
Honda,9.9,68,578,49640,1317,1070,2020,16767,72,1,83988,1,0,0,0,0,0,0,1,0
Volkswagen,2.13,100600,620,64301,1390,1417,2013,21479,90,1,30800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,2.52,118500,740,83751,1595,1485,2013,29525,115,1,52800,0,1,0,0,0,0,0,1,0
Toyota,7.53,23000,682,28457,1496,1085,2018,13781,79,1,69800,0,0,0,1,0,0,0,1,0
Lexus,5.23,33288,1210,57508,1998,1700,2016,39620,175,1,117500,0,0,0,0,1,0,0,1,0
MINI,3.66,74000,742,75200,1598,1335,2014,30498,135,4,70800,0,0,0,0,0,1,0,1,0
Mercedes-Benz,9.07,121800,1071,33568,1796,1495,2010,38917,115,2,66800,0,1,0,0,0,0,0,1,0
Mazda,3.91,108000,682,64700,1496,1321,2015,14797,88,1,45800,0,0,0,1,0,0,0,1,0
Toyota,4.02,132340,1196,75000,1986,1610,2014,26436,111,2,69888,0,0,0,0,1,0,0,1,0
BMW,7.47,14500,684,31101,1499,1430,2018,34636,103,1,117800,0,0,0,0,1,0,0,1,0
Mazda,8.11,14436,1210,34000,1998,1515,2018,23133,121,1,97888,0,1,0,0,0,0,0,1,0
Toyota,7.9,39000,4902,48000,4608,2530,2019,64166,234,1,238018,0,0,0,0,1,0,0,1,0
Mercedes-Benz,5.46,74000,740,50000,1595,1425,2016,26380,90,2,75800,1,0,0,0,0,0,0,1,0
Toyota,5.89,47135,974,54000,1797,1350,2017,20558,105,2,72800,0,0,1,0,0,0,0,1,0
Kia,4.76,67512,238,26000,1591,1295,2016,14593,95,2,43800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,4.65,72886,740,59200,1595,1460,2015,32492,90,1,85100,0,0,0,0,0,0,1,1,0
Mercedes-Benz,0.5,86800,974,77000,1796,1685,2011,55429,135,3,48800,0,0,0,0,0,1,0,1,0
Mazda,6.61,34000,1210,45289,1998,1532,2017,16922,111,1,76300,0,0,1,0,0,0,0,1,0
Toyota,7.74,34660,682,26301,1496,1350,2019,19217,79,1,83800,0,0,1,0,0,0,0,1,0
Lexus,5.83,48000,1210,54000,1998,1890,2016,50208,175,1,141999,0,0,0,0,1,0,0,1,0
Mercedes-Benz,4.43,73000,4988,62101,4663,2015,2014,131553,335,1,259818,0,1,0,0,0,0,0,1,0
McLaren,9.4,43000,3634,38216,3798,1549,2013,288734,460,5,444888,0,0,0,0,0,1,0,1,0
Audi,4.98,65000,624,47889,1395,1310,2016,25095,92,1,69800,0,1,0,0,0,0,0,1,0
Hyundai,7.01,64073,608,38510,1368,1115,2018,8291,73,1,58800,0,0,0,1,0,0,0,1,0
Volkswagen,4.43,102000,1194,57501,1984,1790,2015,37799,147,2,85800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,5.69,51000,1202,48209,1991,1465,2016,42894,135,1,125800,0,1,0,0,0,0,0,1,0
Honda,5.42,48888,682,53334,1496,1190,2016,23634,96,1,66988,0,0,0,0,1,0,0,1,0
Toyota,7.84,30800,682,26301,1496,1085,2019,13936,79,1,75988,0,0,0,1,0,0,0,1,0
Honda,3.94,103020,1630,76612,2356,1855,2015,27771,129,1,67800,0,0,1,0,0,0,0,1,0
Toyota,1.93,140880,742,62999,1598,1195,2013,15084,90,3,31800,0,0,0,1,0,0,0,1,0
BMW,8.21,22573,1210,38602,1998,1540,2019,59220,135,1,192999,0,1,0,0,0,0,0,1,0
Honda,5.21,71219,682,47889,1496,1190,2016,22731,96,2,59800,0,0,0,0,1,0,0,1,0
Lexus,8.36,25500,1198,41361,1987,1485,2019,35009,127,1,132800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,7.98,34800,740,43102,1595,1490,2018,35914,115,1,146800,0,1,0,0,0,0,0,1,0
Peugeot,4.53,71000,508,59200,1199,1150,2015,18216,96,1,51800,1,0,0,0,0,0,0,1,0
Honda,7.4,42000,742,28457,1597,1249,2018,20612,92,1,84888,0,0,0,1,0,0,0,1,0
Subaru,5.63,65393,1210,53001,1998,1597,2016,26777,197,2,103800,0,0,0,0,0,1,0,1,0
Mitsubishi,3.87,68965,738,62002,1590,1289,2015,11584,86,1,42000,0,0,0,1,0,0,0,1,0
Honda,1.32,177000,1369,25178,1799,1370,2007,17267,103,3,10700,0,0,1,0,0,0,0,1,0
BMW,2.57,45000,1210,77501,1997,1615,2013,49184,135,1,73800,0,1,0,0,0,0,0,1,0
Suzuki,4.83,73514,736,43000,1586,1240,2015,19386,88,1,53800,0,0,0,0,1,0,0,1,0
Subaru,7.15,64400,1208,32551,1995,1591,2018,13642,110,1,85200,0,0,0,0,1,0,0,1,0
Audi,6.78,34600,392,40000,999,1280,2017,24702,85,1,92999,0,1,0,0,0,0,0,1,0
Nissan,4.56,76000,508,59200,1197,1285,2015,18454,85,2,53800,0,0,0,0,1,0,0,1,0
BMW,3.77,57000,1210,68668,1997,1470,2014,46689,180,2,103800,0,0,0,0,0,1,0,1,0
Toyota,2.68,150000,965,12864,1598,1195,2008,16084,80,3,19500,0,0,0,1,0,0,0,1,0
Porsche,5.61,75000,1194,56206,1984,1845,2016,63598,185,2,198888,0,0,0,0,1,0,0,1,0
BMW,6.82,262800,1691,44998,1995,1390,2007,42493,115,1,49000,0,1,0,0,0,0,0,1,0
Mercedes-Benz,4.01,73526,1202,71889,1991,1655,2015,47421,135,1,90500,0,1,0,0,0,0,0,1,0
Subaru,7.08,48000,1208,33900,1995,1591,2018,13462,110,1,84800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,9.04,102000,1071,33568,1796,1685,2010,58555,135,3,98000,0,0,0,0,0,1,0,1,0
Honda,5.46,90000,682,50991,1496,1190,2016,23988,96,1,63800,0,0,0,0,1,0,0,1,0
Honda,0.89,107000,1467,26004,1799,1350,2006,18536,103,3,8800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,7.72,39000,1202,34509,1991,1605,2018,55386,135,1,174800,0,1,0,0,0,0,0,1,0
Honda,6.75,130000,1369,44998,1799,1370,2007,20815,103,2,48800,0,0,1,0,0,0,0,1,0
Mazda,5.31,21000,682,50000,1496,1321,2016,19544,88,1,58500,0,0,0,1,0,0,0,1,0
Mercedes-Benz,7.81,11487,1202,41000,1991,1585,2018,53207,280,1,225800,0,0,0,0,0,1,0,1,0
Toyota,9.55,5339,742,40714,1598,1315,2019,21754,96,1,104800,0,0,0,1,0,0,0,1,0
Honda,2.87,118000,767,13088,1339,1110,2008,13022,73,2,24800,1,0,0,0,0,0,0,1,0
Mazda,5.72,19800,682,49430,1496,1321,2016,19202,88,1,62800,0,0,0,1,0,0,0,1,0
Toyota,6.96,44000,1210,38501,1998,1695,2018,33308,170,1,117800,0,0,0,0,1,0,0,1,0
BMW,2.3,115000,742,79223,1598,1405,2013,34648,100,1,46800,0,1,0,0,0,0,0,1,0
BMW,9.93,95869,1796,49716,2497,1650,2011,45401,150,1,84800,0,1,0,0,0,0,0,1,0
BMW,3.46,115000,1210,71300,1997,1735,2014,54682,180,3,98800,0,0,0,0,0,0,1,1,0
Audi,5.69,100300,392,48401,999,1280,2016,24611,85,1,68000,0,1,0,0,0,0,0,1,0
Hyundai,4.6,77478,738,45002,1591,1292,2015,12773,97,1,47800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,9.5,4235,684,37690,1497,1505,2020,34165,95,1,161800,0,1,0,0,0,0,0,1,0
Toyota,9.96,99155,1638,49716,2362,1800,2011,41331,125,1,83800,0,0,1,0,0,0,0,1,0
McLaren,1.1,37000,3634,83000,3798,1514,2012,278169,441,1,388800,0,0,0,0,0,1,0,1,0
Skoda,8.5,22000,1194,39700,1984,1577,2019,27674,180,1,130800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,7.61,34500,1202,31302,1991,1760,2018,51095,155,1,195800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,8.31,154807,1169,37941,1796,1650,2009,53009,150,1,69800,0,1,0,0,0,0,0,1,0
Nissan,8.05,46449,742,27000,1598,1205,2019,16713,85,1,75800,0,0,0,1,0,0,0,1,0
Jaguar,7.05,22280,1210,33900,1998,1679,2018,30005,147,1,114518,0,1,0,0,0,0,0,1,0
Kia,2.31,200000,575,16170,1086,872,2008,8230,47,3,12500,1,0,0,0,0,0,0,1,0
Mercedes-Benz,7.11,33671,740,38001,1595,1430,2018,29059,90,1,118000,0,1,0,0,0,0,0,1,0
Nissan,8.19,50000,508,32725,1198,1048,2019,13467,58,1,66800,1,0,0,0,0,0,0,1,0
Volvo,9.99,898,1176,62000,1969,1695,2020,28316,140,1,165000,0,0,0,0,1,0,0,1,0
Mercedes-Benz,5.73,80000,1202,46229,1991,1615,2016,59945,155,2,161888,0,1,0,0,0,0,0,1,0
Mercedes-Benz,7.63,35000,1202,31101,1991,1455,2018,38981,165,2,151000,1,0,0,0,0,0,0,1,0
Suzuki,2.51,59000,738,72609,1590,1330,2012,15126,68,2,34988,0,0,1,0,0,0,0,1,0
Honda,3.74,89553,684,65001,1498,1046,2015,15374,96,1,43800,1,0,0,0,0,0,0,1,0
Toyota,6.79,65000,1210,42322,1998,1695,2018,33308,170,3,109800,0,0,0,0,1,0,0,1,0
Volkswagen,8.32,164000,1433,37941,1984,1454,2009,38125,147,6,75888,0,1,0,0,0,0,0,1,0
Kia,7.7,39500,738,25000,1591,1287,2018,13670,93,1,74800,0,0,0,1,0,0,0,1,0
Hyundai,7.23,33901,738,33798,1591,1345,2018,12477,93,1,67777,0,0,0,1,0,0,0,1,0
Lexus,5.84,71800,1792,54000,2494,1615,2016,36195,135,1,116888,0,1,0,0,0,0,0,1,0
Honda,2.82,150000,708,12763,1339,1010,2009,13931,73,2,21800,1,0,0,0,0,0,0,1,0
Mazda,5.86,116000,682,50101,1496,1310,2017,14476,88,2,54800,0,0,0,1,0,0,0,1,0
Hyundai,8.02,21080,738,30009,1591,1345,2019,18088,93,1,81800,0,0,0,1,0,0,0,1,0
McLaren,7.79,9500,3636,37620,3799,1495,2018,173786,419,2,668000,0,0,0,0,0,1,0,1,0
BMW,9.21,10000,684,38802,1499,1375,2020,35378,103,1,155800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,6.29,111523,740,49802,1595,1425,2017,37239,115,1,115800,0,1,0,0,0,0,0,1,0
Nissan,7.05,45000,508,34110,1198,1048,2018,13305,58,2,55000,1,0,0,0,0,0,0,1,0
Toyota,1.14,156000,958,24100,1497,1095,2007,12607,80,2,9800,0,0,0,1,0,0,0,1,0
BMW,9.32,150000,2382,34935,2996,1855,2011,73747,190,3,92800,0,1,0,0,0,0,0,1,0
Toyota,8.67,137000,1438,38071,1987,1380,2009,22003,106,4,60000,0,0,1,0,0,0,0,1,0
Nissan,9.4,117021,3821,38216,3696,1565,2010,55336,245,3,101800,0,0,0,0,0,1,0,1,0
Toyota,4.81,75000,1196,46502,1986,1610,2015,30669,111,2,77800,0,0,0,0,1,0,0,1,0
Audi,7.42,52269,624,32302,1395,1355,2018,28723,110,1,109800,0,0,0,0,1,0,0,1,0
Honda,5.69,62000,684,50101,1497,1096,2016,17760,88,2,56800,0,0,0,1,0,0,0,1,0
Volvo,7.8,31812,1176,39401,1969,1695,2019,24876,140,1,138800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,7.42,28523,3922,31000,3982,1955,2018,141933,450,1,435800,0,0,0,0,0,1,0,1,0
BMW,9.47,3800,684,39500,1499,1375,2020,35546,103,2,143800,0,1,0,0,0,0,0,1,0
Porsche,6.12,47500,3322,49899,3598,2115,2017,82167,220,3,260800,0,0,0,0,1,0,0,1,0
BMW,9.47,4497,684,41101,1499,1415,2019,36006,103,1,163800,0,0,0,0,1,0,0,1,0
Honda,6.95,43800,682,38600,1496,1130,2018,18990,97,2,69800,0,0,0,0,0,0,1,1,0
Kia,2.9,106354,886,13088,1591,1251,2009,14114,92,5,19800,0,0,0,1,0,0,0,1,0
Porsche,9.65,75000,4002,42683,3800,1660,2010,191059,390,4,388000,0,0,0,0,0,1,0,1,0
Honda,3.36,133000,708,15287,1339,1060,2008,18638,73,4,25800,1,0,0,0,0,0,0,1,0
Honda,4.85,82000,684,45504,1498,1046,2016,16645,96,1,52800,1,0,0,0,0,0,0,1,0
BMW,5.02,102000,1210,49000,1998,1720,2016,72062,190,2,169800,0,1,0,0,0,0,0,1,0
Honda,1.51,135000,1369,25925,1799,1350,2007,18410,103,4,12888,0,0,1,0,0,0,0,1,0
Mercedes-Benz,3.76,90000,1202,66751,1991,1680,2014,46713,155,3,83888,0,1,0,0,0,0,0,1,0
Honda,3.17,116000,742,61899,1598,1225,2014,19391,92,1,46800,0,0,0,1,0,0,0,1,0
Toyota,2.4,146000,1264,16140,1794,1300,2008,18002,97,3,19888,0,0,1,0,0,0,0,1,0
Volkswagen,7.65,32568,624,26170,1395,1270,2018,24820,92,2,93800,1,0,0,0,0,0,0,1,0
Volkswagen,5.63,88000,620,50889,1390,1417,2015,17727,90,1,59800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,5.39,50000,1202,55501,1991,1555,2016,49827,280,1,176800,1,0,0,0,0,0,0,1,0
Volkswagen,2.48,130000,806,14835,1390,1568,2008,25583,125,3,23000,0,0,1,0,0,0,0,1,0
Cadillac,9.57,110000,3595,40714,3564,1798,2010,38986,229,3,148888,0,1,0,0,0,0,0,1,0
Ferrari,6.39,7600,3796,49000,3902,1565,2017,284022,493,2,880000,0,0,0,0,0,1,0,1,0
BMW,9.99,113300,1208,49716,1995,1455,2011,30706,110,4,78800,0,0,0,0,1,0,0,1,0
Toyota,8.4,15000,1638,41001,2362,1775,2019,34487,125,1,150000,0,0,1,0,0,0,0,1,0
Mazda,4.2,77569,1210,57885,1998,1535,2015,17533,111,2,48800,0,0,1,0,0,0,0,1,0
BMW,6.23,72357,1210,49899,1998,1540,2017,41713,135,1,127800,0,1,0,0,0,0,0,1,0
Lamborghini,3.09,10888,7856,84100,6498,1690,2014,492350,530,3,1100888,0,0,0,0,0,1,0,1,0
Audi,7.13,50000,1194,31000,1984,1795,2018,44967,185,1,152800,0,0,0,0,1,0,0,1,0
BMW,1.15,96000,2362,90501,2979,1750,2012,74562,235,4,135800,0,1,0,0,0,0,0,1,0
Mercedes-Benz,7.99,147000,890,27886,1597,1500,2009,36978,115,4,66800,0,1,0,0,0,0,0,1,0
Volkswagen,3.31,87800,620,64841,1390,1417,2014,19152,90,2,37800,0,0,0,1,0,0,0,1,0
BMW,7.48,32620,684,32000,1499,1415,2018,37835,103,2,134800,0,0,0,0,1,0,0,1,0
Honda,5.17,50000,682,52503,1496,1130,2016,18301,97,1,55999,0,0,0,0,0,0,1,1,0
Toyota,9.99,98000,976,49716,1798,1360,2011,21503,106,2,68800,0,0,1,0,0,0,0,1,0
Mitsubishi,4.65,112319,752,19069,1499,1313,2010,16898,80,4,35888,0,0,0,1,0,0,0,1,0
Hyundai,7.2,72000,600,34381,1353,1240,2018,18304,103,1,76800,1,0,0,0,0,0,0,1,0
Toyota,6.02,46000,682,51600,1496,1320,2016,21025,80,1,65800,0,0,1,0,0,0,0,1,0
Mazda,5.77,78000,1210,53001,1998,1265,2016,21161,115,1,69900,0,0,0,0,1,0,0,1,0
Volkswagen,2.62,40800,620,77304,1390,1373,2013,25279,118,2,47900,1,0,0,0,0,0,0,1,0
Porsche,9.24,59000,3375,32914,3436,1450,2010,86960,235,3,174800,0,0,0,0,0,1,0,1,0
Audi,3.26,61000,624,64841,1395,1310,2014,30408,90,1,51800,0,1,0,0,0,0,0,1,0
Chevrolet,0.12,120000,742,28094,1598,1388,2011,11443,80,2,11888,0,0,0,1,0,0,0,1,0
Subaru,3.24,82001,821,14664,1498,1310,2008,15331,79,3,19800,0,0,0,1,0,0,0,0,1
Honda,4.89,72000,682,46009,1496,1190,2015,20871,96,1,57800,0,0,0,0,1,0,0,1,0
BMW,7.06,24200,684,36890,1499,1480,2018,30479,75,1,106500,0,0,1,0,0,0,0,1,0
Mazda,5.9,22000,682,45109,1496,1331,2017,19206,88,2,68800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,3.03,97322,740,75300,1595,1430,2014,28620,115,2,59800,0,1,0,0,0,0,0,1,0
BMW,8.4,18000,1210,41805,1998,1660,2019,40968,135,1,186800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,6.17,53448,740,45201,1595,1430,2017,31880,90,2,103688,0,0,0,0,0,0,1,1,0
Toyota,4.2,89000,1196,60101,1986,1610,2015,25800,111,2,72800,0,0,0,0,1,0,0,1,0
Land Rover,5.31,53976,1212,56956,1999,1841,2016,45440,177,1,117800,0,0,0,0,1,0,0,1,0
Honda,4.89,69000,682,46667,1496,1190,2016,20115,96,2,56800,0,0,0,0,1,0,0,1,0
BMW,3.45,79000,1210,72201,1997,1720,2014,49966,180,2,91800,0,0,0,0,1,0,0,1,0
Mercedes-Benz,4.59,71000,1202,54920,1991,1465,2015,38153,135,3,110000,0,1,0,0,0,0,0,1,0
Honda,5.14,85000,684,47020,1498,1046,2016,16937,96,3,58888,1,0,0,0,0,0,0,1,0
Porsche,8.72,11600,2364,39700,2981,1505,2019,120055,283,1,515800,0,0,0,0,0,1,0,1,0
Bentley,1.85,72000,3940,96101,3993,2295,2012,192406,373,3,288888,0,0,0,0,0,1,0,1,0
MINI,8.32,112040,890,29485,1598,1255,2009,37450,128,4,65888,0,0,0,0,0,1,0,1,0
Volkswagen,1.95,116888,624,62497,1395,1288,2013,29096,103,1,37800,1,0,0,0,0,0,0,1,0
Lexus,6.56,54837,1210,47002,1998,1890,2017,50208,175,1,154800,0,0,0,0,1,0,0,1,0
Peugeot,6.37,90000,508,44002,1199,1270,2017,23500,96,1,78800,0,0,0,0,1,0,0,1,0
Honda,6.31,75888,684,51000,1498,1324,2017,26334,127,4,94800,0,0,0,1,0,0,0,1,0
BMW,5.58,103000,3573,52660,2996,1775,2006,86083,190,3,67800,0,0,0,0,0,1,0,1,0
Toyota,7.53,59500,508,23568,1197,1385,2018,25647,85,1,85499,0,0,0,0,1,0,0,1,0
Mercedes-Benz,5.01,47215,2382,50089,2996,2220,2016,86545,270,1,228800,0,0,0,0,1,0,0,1,0
Toyota,4.99,57837,1792,49156,2494,1475,2016,29296,133,1,73000,0,1,0,0,0,0,0,1,0
Bentley,2.88,6684,8254,79000,6752,2760,2014,346403,377,1,598800,0,1,0,0,0,0,0,1,0
BMW,1.83,117000,2362,58090,2979,1520,2013,55367,225,3,86800,0,1,0,0,0,0,0,1,0
Volkswagen,4.17,160000,620,56209,1390,1417,2015,19366,90,1,61000,0,0,0,1,0,0,0,1,0
Volvo,7.26,77000,1176,32429,1969,1683,2018,28426,185,1,123800,0,0,0,0,1,0,0,1,0
BMW,8.53,10160,1210,37900,1998,1540,2019,52511,135,1,205000,0,1,0,0,0,0,0,1,0
Honda,2.4,191000,2116,16140,2354,1550,2008,32007,133,6,16800,0,1,0,0,0,0,0,1,0
Honda,4.78,67000,684,43000,1497,1160,2016,19669,88,1,59800,0,0,1,0,0,0,0,1,0
BMW,3.05,127000,2362,67334,2979,1470,2014,45653,240,3,93800,0,0,0,0,0,1,0,1,0
Mercedes-Benz,1.8,130000,740,91010,1595,1505,2013,33757,115,3,45800,0,0,0,0,0,1,0,1,0
Mercedes-Benz,4.98,100000,740,47604,1595,1430,2016,29588,115,3,88800,0,1,0,0,0,0,0,1,0
Lexus,5.51,105000,1210,53001,1998,1620,2016,37509,180,3,101888,0,1,0,0,0,0,0,1,0
Honda,6.56,59000,684,48011,1498,1378,2017,31642,134,1,112000,1,0,0,0,0,0,0,0,1
Mercedes-Benz,2.72,118000,1202,75300,1991,1585,2013,51784,265,4,115800,0,1,0,0,0,0,0,1,0
Honda,8.12,15000,682,26667,1496,1190,2019,23445,96,1,82800,0,0,0,0,1,0,0,1,0
MINI,7.65,178000,965,26047,1598,1105,2009,27028,88,6,48000,1,0,0,0,0,0,0,1,0
Toyota,4.13,78000,742,58700,1598,1205,2015,17804,90,2,53800,0,0,0,1,0,0,0,1,0
Toyota,1.23,98000,684,66889,1497,1095,2012,11077,80,2,20000,0,0,0,1,0,0,0,1,0
Toyota,7.94,33000,682,29159,1496,1325,2019,17506,79,1,81000,0,0,1,0,0,0,0,1,0
Mitsubishi,7.22,27000,506,33798,1193,940,2018,13428,59,3,59800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,9.07,114100,2620,33568,2997,1850,2010,88066,170,2,97800,0,1,0,0,0,0,0,1,0
Subaru,1.48,161241,1039,20997,1597,1260,2007,10034,70,3,14000,0,0,0,1,0,0,0,0,1
Kia,7.22,61088,1210,33420,1998,1642,2018,33477,182,2,138888,0,1,0,0,0,0,0,1,0
Mazda,4.39,66668,682,56001,1496,1321,2015,15701,88,1,50800,0,0,0,1,0,0,0,1,0
Honda,2.98,150000,708,13943,1339,1010,2008,15371,73,3,21800,1,0,0,0,0,0,0,1,0
Mercedes-Benz,8.93,150000,1071,33568,1796,1615,2009,44672,135,6,79800,0,1,0,0,0,0,0,1,0
Honda,4.63,30000,682,51301,1496,1190,2015,19238,96,1,50800,0,0,0,0,1,0,0,1,0
Toyota,6.04,70000,742,46489,1598,1215,2016,19990,90,1,67800,0,0,0,1,0,0,0,1,0
Mercedes-Benz,3.44,120000,1202,71300,1991,1655,2014,42793,135,2,77800,0,1,0,0,0,0,0,1,0
SEAT,8.51,29000,392,33009,999,1210,2018,19404,85,1,87800,0,0,0,0,1,0,0,1,0
BMW,0.62,142000,2362,67889,2979,1660,2011,75605,235,2,82800,0,0,0,0,0,1,0,1,0
Toyota,5.12,70000,682,55200,1496,1320,2016,20347,80,2,59800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,2.97,82363,1202,84100,1991,1655,2013,43296,135,2,75900,0,1,0,0,0,0,0,1,0
Honda,8.32,20800,1630,38602,2356,1776,2019,30515,129,1,139800,0,0,1,0,0,0,0,1,0
Toyota,6.05,228000,2293,54088,2362,1710,2007,29013,125,2,48800,0,0,1,0,0,0,0,1,0
Mercedes-Benz,8.61,31000,586,37900,1332,1385,2019,32746,120,1,135000,0,1,0,0,0,0,0,1,0
Honda,2.15,114000,962,18583,1595,1220,2008,18890,92,4,18500,0,0,0,1,0,0,0,1,0
BMW,8.76,4000,4568,32801,4395,1995,2019,113549,390,1,520800,0,0,0,0,0,1,0,1,0
Subaru,4.23,99000,1208,62140,1995,1566,2015,13948,110,1,54800,0,0,0,0,1,0,0,1,0
Toyota,2.4,142909,889,15142,1497,1095,2008,11834,80,2,17999,0,0,0,1,0,0,0,1,0
Mercedes-Benz,0.84,140269,3164,78189,3498,1735,2011,82322,225,2,70888,0,1,0,0,0,0,0,1,0
Mazda,4.64,93000,682,51301,1496,1324,2015,18033,88,2,53515,1,0,0,0,0,0,0,1,0
Mazda,5.23,50000,1210,56002,1998,1528,2016,27184,121,1,77000,0,0,0,0,1,0,0,1,0
Honda,3.24,188000,888,14743,1595,1220,2008,25281,92,4,26888,0,0,0,1,0,0,0,1,0
Honda,5.97,67000,742,52000,1597,1249,2017,20403,92,2,75515,0,0,0,1,0,0,0,1,0
Mitsubishi,5.6,59100,506,51507,1193,940,2016,13630,57,3,43500,0,0,0,1,0,0,0,1,0
Audi,6.24,48000,1194,51000,1984,1535,2017,39560,140,1,126800,0,1,0,0,0,0,0,1,0
BMW,8.46,12600,1210,39406,1998,1535,2018,47680,141,1,156800,0,0,0,0,1,0,0,1,0
Volkswagen,5.56,50000,624,49751,1395,1249,2016,20460,92,1,65800,1,0,0,0,0,0,0,1,0
Audi,6.52,17530,624,51603,1395,1450,2017,32727,110,2,103930,0,1,0,0,0,0,0,1,0
Porsche,9.36,5000,1194,40301,1984,1845,2019,76447,180,1,308888,0,0,0,0,1,0,0,1,0
BMW,7.47,19800,1210,31101,1998,1660,2018,41424,135,1,172800,0,0,0,0,1,0,0,1,0
Nissan,5.97,65280,1210,55414,1997,1626,2017,24596,106,2,80900,0,0,0,0,1,0,0,1,0
Mitsubishi,9.24,140000,1331,32914,1998,1540,2008,46011,206,3,144000,0,0,0,0,0,1,0,1,0
